title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Migrationstan: The land of migrants,Habibul Haque Khondker,2023-10-07 06:41:56,full,https://www.dhakatribune.com/opinion/op-ed/327299/migrationstan-the-land-of-migrants,dhakatribune.com,"Imagine a country called Migrationstan -- a land solely inhabited by migrants from around the world. With its 184 million migrant population, it would be the eighth most populous nation on Earth,…","Imagine a country called Migrationstan -- a land solely inhabited by migrants from around the world. With its 184 million migrant population, it would be the eighth most populous nation on Earth, overshadowing Bangladesh. This highlights the importance of global migration, a topic that has been the focus of the 2023 World Bank's World Development Report.
Within this huge number of migrants, 37 million are refugees, who leave their homes primarily due to political reasons, while the majority of migrants embark on their journeys in pursuit of economic opportunities.",dhakatribune.com,9020,science,BD,en,Habibul Haque Khondker,https://ecdn.dhakatribune.net/contents/cache/images/1200x630x1xxxxx1/uploads/media/2023/10/07/LEAD-8ab1dd066501e0b4bd2d6831b714b24a.png,True,@dhakatribune,38.85731,05eab3319f74c907b682ad58d5c45903
"Conflicts, Disasters Driving More Migrants to Risk Mediterranean Crossing, Briefers Warn Security Council Ahead of Libya Mandate Decision",,2023-09-29 00:49:14,full,https://press.un.org/en/2023/sc15427.doc.htm,un.org,"The Mediterranean remains a perilous route for a swelling number of migrants and asylum seekers trying to reach Europe, Security Council members said today, as they discussed the situation in the high…","The Mediterranean remains a perilous route for a swelling number of migrants and asylum seekers trying to reach Europe, Security Council members said today, as they discussed the situation in the high seas off Libya ahead of a decision to renew resolution 2240 (2015), which authorizes States and regional groups to inspect and seize vessels in that area suspected of being used for migrant smuggling or human trafficking.
Ruven Menikdiwela, Director of the New York Office of the High Commissioner for Refugees (UNHCR), said that while nearly 50,000 refugees and asylum seekers are registered with the refugee agency in Libya, it is not authorized to access the disembarkation points.",un.org,112,news,US,en,,https://press.un.org/themes/custom/un_press_theme/favicon.ico,False,,38.85627,45010496bd8241bfb587584f54dc51d2
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",The Associated Press,2023-09-29 03:07:21,full,https://keyt.com/news/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says,keyt.com,"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says","186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says


The post 
186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says
 appeared first on 
News Channel 3-12
.",keyt.com,14380,news,US,en,The Associated Press,https://keyt.b-cdn.net/2023/08/nc312-combined-commercial-slate-860x484.jpg,False,@newschannel312,38.845478,44a39cb5f6adfc28ba58892ba68ec12d
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",The Associated Press,2023-09-29 03:07:20,full,https://www.kob.com/news/us-and-world-news/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,kob.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to…","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",kob.com,10781,news,US,en,The Associated Press,https://www.kob.com/wp-content/uploads/2022/04/DEFAULT_THUMBNAIL.png,False,@KOB4,38.84007,6a6d0f8a2f077857f4358e0434df0513
Pakistan's Forced Expulsion Endangers Afghan Migrants: Amnesty,MENAFN,2023-10-05 04:30:00,timezone unknown,https://menafn.com/1107192018/Pakistans-Forced-Expulsion-Endangers-Afghan-Migrants-Amnesty,menafn.com,International Amnesty urged Pakistan to support Afghan refugees and not force them out of the country. They are concerned that if these ref,"(MENAFN- Khaama Press) International Amnesty urged Pakistan to support Afghan refugees and not force them out of the country. They are concerned that if these refugees return to Afghanistan, they could be mistreated, prosecuted and harmed by the Taliban.

Nadiya Rahman, a spokesperson for International Amnesty in South Asia, stated that the organization urges the Pakistani government to allow Afghan refugees to live in Pakistan with dignity and without fear of deportation to Afghanistan.

The organization has also called on the United Nations High Commissioner for Refugees to expedite the registration and processing of requests from Afghans seeking protection in Pakistan.",menafn.com,6165,news,US,en,MENAFN,https://menafn.com/updates/pr/2023-10/05/KP_36192image_story.jpg,False,@menafn,38.835064,7f940dab8ad5b2c80e862d10399938fb
Biden Admin to Allow More Refugees From Latin America,Charlie McCarthy,2023-09-26 12:54:59,full,https://www.newsmax.com/newsfront/biden-refugee-admissions/2023/09/26/id/1135877/,newsmax.com,"President Joe Biden's administration plans to raise the number of refugees allowed from Latin America and the Caribbean amid an increasing migrant crisis at the southern border, CNN reported.","President Joe Biden's administration plans to raise the number of refugees allowed from Latin America and the Caribbean amid an increasing migrant crisis at the southern border, CNN reported.

The State Department has proposed admitting between 35,000 to 50,000 refugees from Latin America/the Caribbean in fiscal year 2024, according to a draft report obtained by CNN. That's up from 15,000 in fiscal year 2023.

The proposed changes would give migrants a legal avenue by which to enter the country without flocking to the U.",,2053,news,US,en,Charlie McCarthy,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=805de648-e63c-48e3-afe2-a1bf8bd418f5&SiteName=Newsmax,False,,38.823284,73fbd946d0f3e12af11ab26267fc8a90
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",sdut,2023-09-28 20:10:00,full,https://headtopics.com/us/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says-45511859,headtopics.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy","The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept.
24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.",headtopics.com,25702,news,US,en,sdut,https://i.headtopics.com/images/2023/9/29/sdut/186-000-migrants-and-refugees-arrived-in-southern--186-000-migrants-and-refugees-arrived-in-southern--B0339463C27E3C62080CB75E1BC03006.webp,False,@headtopicscom,38.80018,686fe7a980920358a86997faae3ef010
"186,000 migrants, refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 06:00:00,timezone unknown,https://www.independent.com.mt/articles/2023-09-29/world-news/186-000-migrants-refugees-arrived-in-southern-Europe-so-far-this-year-most-in-Italy-UN-says-6736255189,independent.com.mt,"The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500","Associated Press

The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N.",independent.com.mt,20637,world,MT,en,Associated Press,https://www.independent.com.mt/file.aspx?f=220196,False,@IndependentMlt,38.788364,06ba8413fb694d47a5b539ca287c63ff
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",,2023-09-28 20:07:00,full,https://lasvegassun.com/news/2023/sep/28/186000-migrants-and-refugees-arrived-in-southern-e/,lasvegassun.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy","Published Thursday, Sept. 28, 2023 | 8:07 p.m. 
 
Updated Thursday, Sept. 28, 2023 | 8:07 p.m.
 
UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.
 
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.",lasvegassun.com,3054,news,US,en,,https://assets.lasvegassun.com/media/assets/images/icons/sun-app-large.png,False,@LasVegasSun,38.762356,9984d55eb7464b24bbc5986ac453aa9a
Catholic priest says migrants' rights 'trampled on every day',Fredrick Nzwili,2023-09-27 05:26:00,full,https://www.ucanews.com/news/catholic-priest-says-migrants-rights-trampled-on-every-day/102723,ucanews.com,"Those attempting to reach Europe suffer serious rights abuses, says Father Mussie Zerai known as guardian angel of refugees","Those attempting to reach Europe suffer serious rights abuses, says Father Mussie Zerai known as guardian angel of refugees






Eritrean priest Mussie Zerai poses on Oct. 9, 2015, in Erlinsbach. Zerai, a well-known priest from Eritrea, regularly passes on distress calls on the 'Watch the Med' network. (Photo: AFP)


 
As the church marked the Day of Migrants and Refugees Sept. 24, a priest who rescues migrants stuck at sea questioned the policy of both the nations from which they come and those they're trying to reach.",ucanews.com,24156,world,HK,en,"Donate Now,Fredrick Nzwili,OSV News,OSV News Published:",https://i.ucanews.com/ucanews/uploads/2023/09/check-osv-priest-known-as-guardian-angel-of-refugees-says-migrants-rights-are-being-abused-6513bb5011cb1_600.jpeg,False,@UcanewsOrg,38.74393,2073993dc6bff8017bb48d5b3cce520b
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",The Associated Press,2023-09-29 03:07:20,full,https://wnyt.com/us-news/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,wnyt.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to…","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",wnyt.com,21604,news,US,en,The Associated Press,https://staticcdn.newscyclemobile.com/images/app_2367/branding/2367_icon_1024_app_icon_1551730209.PNG,False,@WNYT,38.741272,fbe2af4d314d813dddb4007312c33a76
Swindon's new cabinet asked to affirm commitment to refugees,Aled Thomas,2023-09-22 05:37:11,full,https://www.bbc.co.uk/news/uk-england-wiltshire-66877977,bbc.co.uk,Members of Swindon Borough Council's Labour cabinet are asked to join a refugee sanctuary network.,"Image caption, 
 is considering joining a refugee sanctuary network
Wiltshire politicians have been asked to affirm their commitment to welcoming refugees and asylum seekers.
's Labour cabinet is considering requests for the borough to join the growing 
City of Sanctuary UK
 network. 
The group works with councils to foster inclusivity, solidarity and compassion.
The status will be largely symbolic as Swindon is already in the top five for cities and towns in the south west taking in refugees.
That is according to a report put to cabinet on Wednesday by the City of Sanctuary team, the 
Local Democracy Reporting Service
 said.",bbc.co.uk,69,news,US,en,Aled Thomas,https://ichef.bbci.co.uk/news/1024/branded_news/80C0/production/_127906923_672d02a0d27584f50230c96a6e459a66dffb45db.jpg,False,@BBCNews,38.73789,a0a96816a3d8fa577a016e31175df9ae
Costa Rica wants to declare a state of emergency due to migrants passing through,Anonym,2023-09-27 05:59:17,full,https://www.tellerreport.com/news/2023-09-27-costa-rica-wants-to-declare-a-state-of-emergency-due-to-migrants-passing-through.rkgR34BWx6.html,tellerreport.com,"Costa Rica wants to declare a state of emergency due to migrants passing through. Almost 400,000 people have already passed through the Central American state this year. In September alone, more than…","Highlights: Costa Rica wants to declare a state of emergency due to migrants passing through. Almost 400,000 people have already passed through the Central American state this year. In September alone, more than 60,000 refugees arrived in the border town of Paso Canoas, which corresponds to three times the number of inhabitants. British Home Secretary Suella Braverman questioned the relevance of the Geneva Convention on Refugees in a speech. The convention gives at least 780 million people worldwide the potential right to move to another country.",tellerreport.com,18345,news,US,en,Anonym,https://cdn.prod.www.spiegel.de/images/9d494c65-e815-4822-bbfc-d9ab1d1def86_w1200_r1.778_fpx36_fpy50.jpg,False,,38.734913,8444b055647467696d338081a56b07c0
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",News Traffic Weather,2023-09-29 03:07:00,full,https://wtop.com/europe/2023/09/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,wtop.com,"UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept.","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.


Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",wtop.com,2588,news,US,en,"News Traffic Weather,The Associated Press",https://wtop.com/wp-content/uploads/2017/04/wtop_logo_512x512.png,False,,38.722733,8f7fc2bb56fdd37845da9e7d09f7d6f2
Lebanese troops rescue 27 migrants from sinking boat off Lebanon's coast,Associated Press,2023-09-23 10:14:39,full,https://news.yahoo.com/lebanese-troops-rescue-27-migrants-101439636.html,yahoo.com,"The Lebanese army and the country's civil defense recused early Saturday 27 migrants whose boat was sinking off the coast of north Lebanon, the military said in a statement. Over the past years, thousands of Lebanese, Syrians and Palestinian migrants took the dangerous trip from Lebanon across the Mediterranean seeking a better life in Europe. Lebanon has hosted refugees for years.","BEIRUT (AP) — The Lebanese army and the country's civil defense recused early Saturday 27 migrants whose boat was sinking off the coast of north Lebanon, the military said in a statement.
The army did not say where the migrants were heading nor did it give their nationalities.
Over the past years, thousands of Lebanese, Syrians and Palestinian migrants took the dangerous trip from Lebanon across the Mediterranean seeking a better life in Europe. Such migrations intensified since the country's historic economic meltdown began in October 2019.",yahoo.com,31,news,US,en,Associated Press,https://s.yimg.com/ny/api/res/1.2/QxmZKHihopyqvz_oQYSQ2g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap.org/7ef58508590527dc74369539750b070e,False,@YahooNews,38.698956,744f2fe3536afc381b731e75096fab2b
186.000 Migrants and Refugees Arrived in Southern Europe so far ...,Eirini Zachariadi,2023-09-29 07:23:06,full,https://www.thenationalherald.com/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-increase-in-arrivals-to-greece,thenationalherald.com,"UNITED NATIONS — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so… Continue reading 186.000 Migrants and Refugees Arrived in Southern Europe so far this Year – Increase in Arrivals to Greece","Migrants disembark from a Greek coast vessel after a rescue operation, at the port of Mytilene, on the northeastern Aegean Sea island of Lesbos, Greece, Monday, Aug. 28, 2023. (AP Photo/Panagiotis Balaskas)

UNITED NATIONS — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.",thenationalherald.com,37823,news,US,en,Eirini Zachariadi,https://www.thenationalherald.com/wp-content/uploads/2023/08/AP23240279514042-scaled.jpg,False,@NationalHerald,38.69452,0c3936962aa0525f75c5f94f40468304
Lebanese troops rescue 27 migrants from sinking boat off Lebanon's coast,,2023-09-23 10:14:40,full,https://www.chron.com/news/world/article/lebanese-troops-rescue-27-migrants-from-sinking-18384197.php,chron.com,The Lebanese army and the country's civil defense have recused 27 migrants whose boat...,"BEIRUT (AP) — The Lebanese army and the country's civil defense recused early Saturday 27 migrants whose boat was sinking off the coast of north Lebanon, the military said in a statement.

The army did not say where the migrants were heading nor did it give their nationalities.

Over the past years, thousands of Lebanese, Syrians and Palestinian migrants took the dangerous trip from Lebanon across the Mediterranean seeking a better life in Europe. Such migrations intensified since the country's historic economic meltdown began in October 2019.",chron.com,582,news,US,en,,https://s.hdnux.com/photos/01/34/02/66/24128920/5/rawImage.jpg,False,,38.68907,0aa8f5db60da310bcdd5a29f1fdfcc51
